source_run_dir,source_step_dir,source_seed,run_id,branch,generation,model_name,example_id,qwen_judge_provider,qwen_judge_model,qwen_clarity,qwen_structure,qwen_terminology,qwen_reasoning_soundness,qwen_overall_pedagogical_score,qwen_is_silent_error,qwen_comment,qwen_repair_applied,qwen_repair_actions
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__pure_recycling__ft_g1_s72\pure_recycling\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s72,gsm8k_6b5950a572d22be9,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,False,"Clear, well-structured, and accurate reasoning with correct terminology and no errors.",False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__pure_recycling__ft_g1_s72\pure_recycling\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s72,gsm8k_a399fe1ace987422,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,2,0,4,True,Incorrect calculation of remaining money leads to wrong answer despite correct initial steps,False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__pure_recycling__ft_g1_s72\pure_recycling\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s72,gsm8k_6b159ab8328a8ad6,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,The model incorrectly calculates savings per bagel by comparing total dozen cost to single bagel cost.,False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_676fd8a55c1b8f22,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,1,7,True,Correct reasoning but wrong final addition due to arithmetic error,False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_7f453236478ea082,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,0,0,2,True,Contains incorrect sailor counts and miscalculates monthly earnings due to flawed logic and terminology misuse.,False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_cba56dac50dbe919,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,False,"Clear, well-structured, accurate reasoning with correct terminology and no errors.",False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_05ae11a96390f2ab,cerebras,qwen-3-235b-a22b-instruct-2507,2,1,2,1,6,True,"Solution contains a critical error in dosage calculation after day two, leading to wrong answer.",False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_a1d02c8b1ef9543b,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,"Correct steps but wrong calculation for Marcus's pencils, leading to incorrect final answer",False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_ab5687179849c3c8,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,False,"Clear, well-structured, accurate reasoning with proper terminology and correct final answer.",False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_5d837ba1d990c6ef,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,Solution contains incorrect reasoning and wrong final answer despite partial correct setup,False,
outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349,outputs\runs\training_confirmatory_anchor20_seed72_20260426_101349\qwen2.5_0.5b__anchor_20_append__ft_g1_s72\anchor_20_append\gen_1,72,didactic_collapse_training_confirmatory_anchor20_seed72_20260426_101349,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s72,gsm8k_8d09275ea3ae3059,cerebras,qwen-3-235b-a22b-instruct-2507,0,0,0,0,0,True,"The model incorrectly converts minutes to hours and miscalculates days, leading to a nonsensical answer of 4 days per day.",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_3cc35792e56b1451,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,"Final calculation error: should be 11 + 9, not 11 - 9, leading to incorrect answer",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_0ac593d8f267f631,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,The model incorrectly introduces variables and arrives at a wrong final answer despite correct initial steps.,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_d5240674d763f764,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,False,"Clear, well-structured, accurate reasoning with correct terminology and no errors.",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_8e58dec6fee63ac6,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,2,1,5,True,Incorrect total due to not tripling muffins and wrong final calculation,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_3aa394d8a3b18954,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,Incorrect calculation of monthly payment;忽略了本金的分期偿还，仅计算了利息,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_e4e0c723dd5b12ff,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,True,Correct reasoning but fails to output final answer as specified,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_fd4cbda150cdc457,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,Correct steps but final calculation error leads to wrong answer,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__pure_recycling__ft_g1_s73\pure_recycling\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,pure_recycling,1,qwen2.5:0.5b__pure_recycling__ft_g1_s73,gsm8k_c4ca34b2fa53c055,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,"The model incorrectly calculates Jill's games and confuses wins with total plays, leading to a wrong answer.",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_994c04bf37913213,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,Incorrect approach: failed to assign optimal tasks and miscalculated total time,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_90bb5c3febf609d1,cerebras,qwen-3-235b-a22b-instruct-2507,2,1,2,0,5,True,Incorrect initial interpretation of ticket cost leads to wrong total despite clear steps,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_610669aa2699abe0,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,2,8,False,"Clear, well-structured, accurate reasoning with correct terminology and no errors.",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_5cd356be0b8f7db2,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,Correct steps but wrong order in subtraction leads to negative answer,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_06d773d189af715c,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,Correct steps but wrong final calculation due to incorrect initial earnings,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_8d09275ea3ae3059,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,Incorrect approach and answer due to misinterpretation of walking days and total time,False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_924da94694f884fb,cerebras,qwen-3-235b-a22b-instruct-2507,2,2,2,0,6,True,"Correct steps but wrong total time used for Jack, leading to incorrect final answer",False,
outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916,outputs\runs\training_confirmatory_anchor20_seed73_20260426_103916\qwen2.5_0.5b__anchor_20_append__ft_g1_s73\anchor_20_append\gen_1,73,didactic_collapse_training_confirmatory_anchor20_seed73_20260426_103916,anchor_20_append,1,qwen2.5:0.5b__anchor_20_append__ft_g1_s73,gsm8k_7881d1b460375c50,cerebras,qwen-3-235b-a22b-instruct-2507,1,1,1,0,3,True,Model incorrectly calculates initial fleas and misapplies the halving process over treatments,False,
